"","TF","TG"
"2466","Gcn4p","ALD6"
"2467","Gcn4p","SSU1"
"2468","Gcn4p","NOG1"
"2469","Gcn4p","CAR1"
"2470","Gcn4p","ISU1"
"2471","Gcn4p","GIP3"
"2472","Gcn4p","ATG41"
"2473","Gcn4p","YAH1"
"2474","Gcn4p","YPL264C"
"2475","Gcn4p","KAR9"
"2476","Gcn4p","SAM4"
"2477","Gcn4p","ATH1"
"2478","Gcn4p","VMA13"
"2479","Gcn4p","TIP41"
"2480","Gcn4p","YMC1"
"2481","Gcn4p","RPC40"
"2482","Gcn4p","DBF20"
"2483","Gcn4p","ASN1"
"2484","Gcn4p","MET16"
"2485","Gcn4p","NUT2"
"2486","Gcn4p","ATG13"
"2487","Gcn4p","FLO11"
"2488","Gcn4p","DRS2"
"2489","Gcn4p","YAL064W"
"2490","Gcn4p","YAR064W"
"2491","Gcn4p","RIB1"
"2492","Gcn4p","PDX3"
"2493","Gcn4p","YSW1"
"2494","Gcn4p","TYR1"
"2495","Gcn4p","SSE2"
"2496","Gcn4p","ABD1"
"2497","Gcn4p","ILV6"
"2498","Gcn4p","GPD1"
"2499","Gcn4p","VAM6"
"2500","Gcn4p","QRI7"
"2501","Gcn4p","LYS21"
"2502","Gcn4p","FMP45"
"2503","Gcn4p","HBT1"
"2504","Gcn4p","BAP3"
"2505","Gcn4p","SED1"
"2506","Gcn4p","TFB5"
"2507","Gcn4p","VPS41"
"2508","Gcn4p","ARP10"
"2509","Gcn4p","HOM2"
"2510","Gcn4p","AMD2"
"2511","Gcn4p","CTS2"
"2512","Gcn4p","ARO10"
"2513","Gcn4p","ATO3"
"2514","Gcn4p","SNX41"
"2515","Gcn4p","RIB3"
"2516","Gcn4p","CAB1"
"2517","Gcn4p","DLD3"
"2518","Gcn4p","YAT2"
"2519","Gcn4p","PHM8"
"2520","Gcn4p","PIC2"
"2521","Gcn4p","CEM1"
"2522","Gcn4p","ICL1"
"2523","Gcn4p","RGI1"
"2524","Gcn4p","LPD1"
"2525","Gcn4p","GYP8"
"2526","Gcn4p","HIS2"
"2527","Gcn4p","AGA2"
"2528","Gcn4p","TOS8"
"2529","Gcn4p","ARO2"
"2530","Gcn4p","MND1"
"2531","Gcn4p","SDT1"
"2532","Gcn4p","SAP4"
"2533","Gcn4p","ERV1"
"2534","Gcn4p","VHT1"
"2535","Gcn4p","PDC6"
"2536","Gcn4p","CTT1"
"2537","Gcn4p","CLD1"
"2538","Gcn4p","YGR125W"
"2539","Gcn4p","PDX1"
"2540","Gcn4p","SNG1"
"2541","Gcn4p","YPP1"
"2542","Gcn4p","MGA1"
"2543","Gcn4p","YOR1"
"2544","Gcn4p","RPL14B"
"2545","Gcn4p","STP2"
"2546","Gcn4p","YSC84"
"2547","Gcn4p","AAP1"
"2548","Gcn4p","NVJ1"
"2549","Gcn4p","RGI2"
"2550","Gcn4p","YIL082W-A"
"2551","Gcn4p","YIL092W"
"2552","Gcn4p","LYS12"
"2553","Gcn4p","YIL152W"
"2554","Gcn4p","VTH1"
"2555","Gcn4p","IST3"
"2556","Gcn4p","PIR5"
"2557","Gcn4p","MHO1"
"2558","Gcn4p","RAD26"
"2559","Gcn4p","TAH11"
"2560","Gcn4p","STR2"
"2561","Gcn4p","MNS1"
"2562","Gcn4p","YJR154W"
"2563","Gcn4p","YKL023W"
"2564","Gcn4p","YKL033W-A"
"2565","Gcn4p","MIF2"
"2566","Gcn4p","AAT1"
"2567","Gcn4p","APN1"
"2568","Gcn4p","PIR3"
"2569","Gcn4p","PIR1"
"2570","Gcn4p","SRY1"
"2571","Gcn4p","ECM9"
"2572","Gcn4p","UTH1"
"2573","Gcn4p","GLG1"
"2574","Gcn4p","PRP19"
"2575","Gcn4p","UBI4"
"2576","Gcn4p","YCT1"
"2577","Gcn4p","YLL058W"
"2578","Gcn4p","IZH3"
"2579","Gcn4p","ZRT2"
"2580","Gcn4p","UPS1"
"2581","Gcn4p","RPM2"
"2582","Gcn4p","SPO20"
"2583","Gcn4p","SOV1"
"2584","Gcn4p","SPG4"
"2585","Gcn4p","ADE17"
"2586","Gcn4p","DDR48"
"2587","Gcn4p","URA10"
"2588","Gcn4p","ADE12"
"2589","Gcn4p","POP1"
"2590","Gcn4p","URE2"
"2591","Gcn4p","PDR16"
"2592","Gcn4p","SOL1"
"2593","Gcn4p","BIO5"
"2594","Gcn4p","BIO4"
"2595","Gcn4p","BIO3"
"2596","Gcn4p","DDR2"
"2597","Gcn4p","SPO21"
"2598","Gcn4p","IRC23"
"2599","Gcn4p","DIA2"
"2600","Gcn4p","CRC1"
"2601","Gcn4p","DCS2"
"2602","Gcn4p","GSP2"
"2603","Gcn4p","YOR186W"
"2604","Gcn4p","MUM3"
"2605","Gcn4p","SRL4"
"2606","Gcn4p","PNG1"
"2607","Gcn4p","POS5"
"2608","Gcn4p","SAM3"
"2609","Gcn4p","FEX2"
"2610","Gcn4p","AGC1"
"2611","Gcn4p","ATS1"
"2612","Gcn4p","YAT1"
"2613","Gcn4p","GAL7"
"2614","Gcn4p","GPR1"
"2615","Gcn4p","RSM10"
"2616","Gcn4p","PEX7"
"2617","Gcn4p","RPN9"
"2618","Gcn4p","TLG1"
"2619","Gcn4p","SPG3"
"2620","Gcn4p","YFL064C"
"2621","Gcn4p","PRE4"
"2622","Gcn4p","SHE10"
"2623","Gcn4p","VAM7"
"2624","Gcn4p","MPS2"
"2625","Gcn4p","SSC1"
"2626","Gcn4p","VPS24"
"2627","Gcn4p","YLR462W"
"2628","Gcn4p","YML133C"
"2629","Gcn4p","EMW1"
"2630","Gcn4p","KEX2"
"2631","Gcn4p","RHO5"
"2632","Gcn4p","INP52"
"2633","Gcn4p","HST1"
"2634","Gcn4p","MDM38"
"2635","Gcn4p","TYE7"
"2636","Gcn4p","COX5B"
"2637","Gcn4p","VTH2"
"2638","Gcn4p","SHH3"
"2639","Gcn4p","YNL115C"
"2640","Gcn4p","YOR289W"
"2641","Gcn4p","SNF1"
"2642","Gcn4p","PET117"
"2643","Gcn4p","SYN8"
"2644","Gcn4p","ECM11"
"2645","Gcn4p","YDR476C"
"2646","Gcn4p","PMU1"
"2647","Gcn4p","PAU17"
"2648","Gcn4p","PDR18"
"2649","Gcn4p","PEX25"
"2650","Gcn4p","MDL2"
"2651","Gcn4p","MSB4"
"2652","Gcn4p","NCR1"
"2653","Gcn4p","RRI1"
"2654","Gcn4p","CNN1"
"2655","Gcn4p","ROT2"
"2656","Gcn4p","YDL180W"
"2657","Gcn4p","DUG1"
"2658","Gcn4p","ILV2"
"2659","Gcn4p","SER1"
"2660","Gcn4p","LEU2"
"2661","Gcr1p","CDC19"
"2662","Gcr1p","YAR009C"
"2663","Gcr1p","PGI1"
"2664","Gcr1p","SUB2"
"2665","Gcr1p","TPI1"
"2666","Gcr1p","RPS13"
"2667","Gcr1p","YDR210C-C"
"2668","Gcr1p","RPL12B"
"2669","Gcr1p","RPL27B"
"2670","Gcr1p","UBP9"
"2671","Gcr1p","RPL23B"
"2672","Gcr1p","BMH1"
"2673","Gcr1p","ERG4"
"2674","Gcr1p","MRM2"
"2675","Gcr1p","YGR038C-A"
"2676","Gcr1p","MRP13"
"2677","Gcr1p","TDH3"
"2678","Gcr1p","RPS0A"
"2679","Gcr1p","SBP1"
"2680","Gcr1p","GPM1"
"2681","Gcr1p","PDC1"
"2682","Gcr1p","SPS19"
"2683","Gcr1p","ADH1"
"2684","Gcr1p","RPS19A"
"2685","Gcr1p","RPL3"
"2686","Gcr1p","YPR158W-B"
"2687","Gcr1p","GLK1"
"2688","Gcr1p","PGK1"
"2689","Gcr1p","ENO1"
"2690","Gcr1p","ENO2"
"2691","Gcr2p","CDC19"
"2692","Gcr2p","CKS1"
"2693","Gcr2p","ADH5"
"2694","Gcr2p","PGI1"
"2695","Gcr2p","OCA4"
"2696","Gcr2p","RMD1"
"2697","Gcr2p","RPL31A"
"2698","Gcr2p","LYS14"
"2699","Gcr2p","CSN9"
"2700","Gcr2p","SMT3"
"2701","Gcr2p","PYC1"
"2702","Gcr2p","ZRT1"
"2703","Gcr2p","NNF2"
"2704","Gcr2p","RBG2"
"2705","Gcr2p","TDH3"
"2706","Gcr2p","PFK1"
"2707","Gcr2p","ENO2"
"2708","Gcr2p","CDC6"
"2709","Gcr2p","ELO1"
"2710","Gcr2p","TDH2"
"2711","Gcr2p","MRT4"
"2712","Gcr2p","FBA1"
"2713","Gcr2p","GPM1"
"2714","Gcr2p","PDC1"
"2715","Gcr2p","HRI1"
"2716","Gcr2p","PFK2"
"2717","Gcr2p","YMR206W"
"2718","Gcr2p","SUN4"
"2719","Gcr2p","ADH1"
"2720","Gcr2p","RPS19A"
"2721","Gcr2p","TYE7"
"2722","Gln3p","UGA2"
"2723","Gln3p","DUR1,2"
"2724","Gln3p","HIS4"
"2725","Gln3p","UGA4"
"2726","Gln3p","GDH2"
"2727","Gln3p","UGA1"
"2728","Gln3p","DAL1"
"2729","Gln3p","BAT2"
"2730","Gln3p","DAL5"
"2731","Gln3p","GAP1"
"2732","Gln3p","PUT1"
"2733","Gln3p","HIS3"
"2734","Gln3p","GDH1"
"2735","Gln3p","SNR190"
"2736","Gln3p","YAR053W"
"2737","Gln3p","YCR018C-A"
"2738","Gln3p","HCM1"
"2739","Gln3p","ADH7"
"2740","Gln3p","IDP1"
"2741","Gln3p","UBX3"
"2742","Gln3p","UGA3"
"2743","Gln3p","GLT1"
"2744","Gln3p","GGC1"
"2745","Gln3p","ENA1"
"2746","Gln3p","ILT1"
"2747","Gln3p","ATC1"
"2748","Gln3p","YDR278C"
"2749","Gln3p","GNP1"
"2750","Gln3p","SPS2"
"2751","Gln3p","YEL008W"
"2752","Gln3p","GCN4"
"2753","Gln3p","TMT1"
"2754","Gln3p","ECM32"
"2755","Gln3p","GAT1"
"2756","Gln3p","FRS2"
"2757","Gln3p","BRP1"
"2758","Gln3p","PMA1"
"2759","Gln3p","ZRT1"
"2760","Gln3p","RBG2"
"2761","Gln3p","RPS20"
"2762","Gln3p","DUR3"
"2763","Gln3p","ARG4"
"2764","Gln3p","YHI9"
"2765","Gln3p","NMD3"
"2766","Gln3p","IST3"
"2767","Gln3p","DAL4"
"2768","Gln3p","DAL2"
"2769","Gln3p","DCG1"
"2770","Gln3p","DAL7"
"2771","Gln3p","DAL3"
"2772","Gln3p","MGA2"
"2773","Gln3p","YJL022W"
"2774","Gln3p","ARG3"
"2775","Gln3p","RPA34"
"2776","Gln3p","CPS1"
"2777","Gln3p","CPA2"
"2778","Gln3p","YMR1"
"2779","Gln3p","LHS1"
"2780","Gln3p","APE1"
"2781","Gln3p","COY1"
"2782","Gln3p","SRP40"
"2783","Gln3p","PTR2"
"2784","Gln3p","RIX7"
"2785","Gln3p","FRE8"
"2786","Gln3p","RPS0B"
"2787","Gln3p","ZRT2"
"2788","Gln3p","MRPL4"
"2789","Gln3p","VBA1"
"2790","Gln3p","MRPL24"
"2791","Gln3p","AAH1"
"2792","Gln3p","MEP2"
"2793","Gln3p","YNL143C"
"2794","Gln3p","YNR068C"
"2795","Gln3p","ARG1"
"2796","Gln3p","ZEO1"
"2797","Gln3p","MCH4"
"2798","Gln3p","YOL160W"
"2799","Gln3p","RAS1"
"2800","Gln3p","YOR102W"
"2801","Gln3p","SFG1"
"2802","Gln3p","DIP5"
"2803","Gln3p","GLN1"
"2804","Gln3p","YPR039W"
"2805","Gln3p","TIP41"
"2806","Gln3p","ASN1"
"2807","Gln3p","OPT2"
"2808","Gln3p","CAR1"
"2809","Gzf3p","GAT1"
"2810","Gzf3p","SSE2"
"2811","Gzf3p","MATALPHA1"
"2812","Haa1p","TPO2"
"2813","Haa1p","TDA6"
"2814","Hac1p","YCR018C-A"
"2815","Hac1p","LDB17"
"2816","Hac1p","ULI1"
"2817","Hac1p","ERJ5"
"2818","Hac1p","KEG1"
"2819","Hac1p","KAR2"
"2820","Hac1p","TAD2"
"2821","Hac1p","MCD4"
"2822","Hac1p","SIL1"
"2823","Hac1p","PDI1"
"2824","Hac1p","EUG1"
"2825","Hac1p","LHS1"
"2826","Hap1p","ERG11"
"2827","Hap1p","CYC1"
"2828","Hap1p","ERG3"
"2829","Hap1p","ROX1"
"2830","Hap1p","REG2"
"2831","Hap1p","YPC1"
"2832","Hap1p","YDL124W"
"2833","Hap1p","DLD1"
"2834","Hap1p","HXT7"
"2835","Hap1p","IZH1"
"2836","Hap1p","STL1"
"2837","Hap1p","RIP1"
"2838","Hap1p","HYP2"
"2839","Hap1p","CYC7"
"2840","Hap1p","PIC2"
"2841","Hap1p","YER053C-A"
"2842","Hap1p","COX15"
"2843","Hap1p","OLE1"
"2844","Hap1p","SCM4"
"2845","Hap1p","CTT1"
"2846","Hap1p","CLD1"
"2847","Hap1p","YHB1"
"2848","Hap1p","YGR266W"
"2849","Hap1p","SOD2"
"2850","Hap1p","HXT5"
"2851","Hap1p","ERG9"
"2852","Hap1p","UBX6"
"2853","Hap1p","LSB6"
"2854","Hap1p","ANB1"
"2855","Hap1p","SOD1"
"2856","Hap1p","SFK1"
"2857","Hap1p","PCK1"
"2858","Hap1p","COX12"
"2859","Hap1p","PUT1"
"2860","Hap1p","ACS2"
"2861","Hap1p","HMX1"
"2862","Hap1p","HAP1"
"2863","Hap1p","CYB2"
"2864","Hap1p","HMG1"
"2865","Hap1p","ERG5"
"2866","Hap1p","MOT3"
"2867","Hap1p","ERG29"
"2868","Hap1p","NDE1"
"2869","Hap1p","ERG2"
"2870","Hap1p","COX5A"
"2871","Hap1p","CYB5"
"2872","Hap1p","PDR16"
"2873","Hap1p","YTP1"
"2874","Hap1p","ARE2"
"2875","Hap1p","COQ2"
"2876","Hap1p","MVD1"
"2877","Hap1p","ZEO1"
"2878","Hap1p","YNG1"
"2879","Hap1p","CYT1"
"2880","Hap1p","PUT4"
"2881","Hap1p","CIR2"
"2882","Hap1p","CTR1"
"2883","Hap1p","SUE1"
"2884","Hap1p","YEH1"
"2885","Hap1p","RCF2"
"2886","Hap1p","PLN1"
"2887","Hap1p","ERG13"
"2888","Hap1p","ERG8"
"2889","Hap1p","FRE4"
"2890","Hap2p","ATP1"
"2891","Hap2p","HMRA2"
"2892","Hap2p","COX9"
"2893","Hap2p","SUB2"
"2894","Hap2p","GLT1"
"2895","Hap2p","RSM10"
"2896","Hap2p","YDR210W"
"2897","Hap2p","GAT1"
"2898","Hap2p","RPL1B"
"2899","Hap2p","COX13"
"2900","Hap2p","QCR9"
"2901","Hap2p","YHB1"
"2902","Hap2p","QCR10"
"2903","Hap2p","COX6"
"2904","Hap2p","MGA2"
"2905","Hap2p","COX16"
"2906","Hap2p","ATP2"
"2907","Hap2p","YJR149W"
"2908","Hap2p","SDC25"
"2909","Hap2p","ISA1"
"2910","Hap2p","SEC72"
"2911","Hap2p","YLR294C"
"2912","Hap2p","ATP14"
"2913","Hap2p","COX8"
"2914","Hap2p","YLR463C"
"2915","Hap2p","YRF1-5"
"2916","Hap2p","RPM2"
"2917","Hap2p","IOC4"
"2918","Hap2p","RTP1"
"2919","Hap2p","RPL36A"
"2920","Hap2p","COX7"
"2921","Hap2p","COX5A"
"2922","Hap2p","YNL338W"
"2923","Hap2p","YRF1-6"
"2924","Hap2p","CYT1"
"2925","Hap2p","NOC2"
"2926","Hap2p","YOR248W"
"2927","Hap2p","GDH1"
"2928","Hap2p","VTC3"
"2929","Hap2p","TYW1"
"2930","Hap2p","RKM1"
"2931","Hap2p","ATP15"
"2932","Hap2p","ATP20"
"2933","Hap2p","ASN1"
"2934","Hap2p","QCR2"
"2935","Hap2p","CYC1"
"2936","Hap2p","HEM1"
"2937","Hap2p","CIT1"
"2938","Hap3p","GPX2"
"2939","Hap3p","QCR9"
"2940","Hap3p","COX6"
"2941","Hap3p","BNA2"
"2942","Hap3p","RPM2"
"2943","Hap3p","CYT1"
"2944","Hap3p","CTF19"
"2945","Hap3p","QCR2"
"2946","Hap3p","CYC1"
"2947","Hap3p","HEM1"
"2948","Hap3p","CIT1"
"2949","Hap4p","KGD2"
"2950","Hap4p","QCR7"
"2951","Hap4p","HAP4"
"2952","Hap4p","CIT1"
"2953","Hap4p","PET9"
"2954","Hap4p","COR1"
"2955","Hap4p","ATP1"
"2956","Hap4p","CHS2"
"2957","Hap4p","ATP3"
"2958","Hap4p","POP7"
"2959","Hap4p","GPX2"
"2960","Hap4p","ATP16"
"2961","Hap4p","QRI7"
"2962","Hap4p","ATP5"
"2963","Hap4p","ATP17"
"2964","Hap4p","GCN4"
"2965","Hap4p","RIP1"
"2966","Hap4p","GRX4"
"2967","Hap4p","QCR6"
"2968","Hap4p","COX4"
"2969","Hap4p","COX13"
"2970","Hap4p","QCR9"
"2971","Hap4p","YHB1"
"2972","Hap4p","QCR10"
"2973","Hap4p","SMF2"
"2974","Hap4p","COX6"
"2975","Hap4p","ATP2"
"2976","Hap4p","ATP7"
"2977","Hap4p","SDH1"
"2978","Hap4p","YLL065W"
"2979","Hap4p","COX12"
"2980","Hap4p","YLR294C"
"2981","Hap4p","ATP14"
"2982","Hap4p","YLR296W"
"2983","Hap4p","COX8"
"2984","Hap4p","RPM2"
"2985","Hap4p","NDI1"
"2986","Hap4p","MRPL24"
"2987","Hap4p","COX7"
"2988","Hap4p","IDP3"
"2989","Hap4p","COX5A"
"2990","Hap4p","POR1"
"2991","Hap4p","ATP19"
"2992","Hap4p","CYT1"
"2993","Hap4p","ATP15"
"2994","Hap4p","ATP20"
"2995","Hap4p","ARO7"
"2996","Hap4p","QCR2"
"2997","Hap4p","CYC1"
"2998","Hap5p","ATP3"
"2999","Hap5p","STE2"
"3000","Hap5p","ADE3"
"3001","Hap5p","YHB1"
"3002","Hap5p","COX6"
"3003","Hap5p","MIR1"
"3004","Hap5p","MSC3"
"3005","Hap5p","NDI1"
"3006","Hap5p","YKU70"
"3007","Hap5p","CYT1"
"3008","Hap5p","QCR2"
"3009","Hap5p","CYC1"
"3010","Hcm1p","CIN8"
"3011","Hcm1p","SPC34"
"3012","Hcm1p","TUB1"
"3013","Hcm1p","NDD1"
"3014","Hcm1p","HEK2"
"3015","Hcm1p","HOP2"
"3016","Hcm1p","THI73"
"3017","Hcm1p","ERG2"
"3018","Hcm1p","GAD1"
"3019","Hcm1p","YNL013C"
"3020","Hcm1p","PAU6"
"3021","Hcm1p","BDS1"
"3022","Hcm1p","GYP1"
"3023","Hcm1p","RTS2"
"3024","Hcm1p","OYE3"
"3025","Hms1p","PMP1"
"3026","Hms1p","RPL31A"
"3027","Hms1p","CSN9"
"3028","Hms1p","RPL27B"
"3029","Hms1p","SPS2"
"3030","Hms1p","YGK1"
"3031","Hms1p","HOM6"
"3032","Hms1p","RPS31"
"3033","Hot1p","GPD1"
"3034","Hot1p","TPS2"
"3035","Hot1p","FIT1"
"3036","Hot1p","STL1"
"3037","Hot1p","GPP2"
"3038","Hot1p","HSP12"
"3039","Hot1p","NQM1"
"3040","Hot1p","FMP48"
"3041","Hot1p","YGR066C"
"3042","Hot1p","CTT1"
"3043","Hot1p","RTC3"
"3044","Hot1p","SPS100"
"3045","Hot1p","GRE1"
"3046","Ime1p","HOP1"
"3047","Ime1p","IME2"
"3048","Ime1p","IME1"
"3049","Ino4p","PHO5"
"3050","Ino4p","INO1"
"3051","Ino4p","ECM13"
"3052","Ino4p","SRO77"
"3053","Ino4p","CDS1"
"3054","Ino4p","NRG2"
"3055","Ino4p","TEC1"
"3056","Ino4p","YBR085C-A"
"3057","Ino4p","EHT1"
"3058","Ino4p","PGS1"
"3059","Ino4p","PDI1"
"3060","Ino4p","BPH1"
"3061","Ino4p","GIT1"
"3062","Ino4p","PAU3"
"3063","Ino4p","SIT4"
"3064","Ino4p","RPL31A"
"3065","Ino4p","RXT3"
"3066","Ino4p","THI3"
"3067","Ino4p","HNT1"
"3068","Ino4p","RSM10"
"3069","Ino4p","INO2"
"3070","Ino4p","SAC6"
"3071","Ino4p","EKI1"
"3072","Ino4p","BFR2"
"3073","Ino4p","HXT7"
"3074","Ino4p","UTP6"
"3075","Ino4p","ITR1"
"3076","Ino4p","SAM2"
"3077","Ino4p","LPP1"
"3078","Ino4p","ANP1"
"3079","Ino4p","UTR2"
"3080","Ino4p","HXT13"
"3081","Ino4p","AFG3"
"3082","Ino4p","SPC25"
"3083","Ino4p","CHO1"
"3084","Ino4p","SAH1"
"3085","Ino4p","MET6"
"3086","Ino4p","YER137C"
"3087","Ino4p","GAT1"
"3088","Ino4p","YFL063W"
"3089","Ino4p","COG7"
"3090","Ino4p","MIG1"
"3091","Ino4p","PYC1"
"3092","Ino4p","HNM1"
"3093","Ino4p","MON1"
"3094","Ino4p","SUT1"
"3095","Ino4p","FMP48"
"3096","Ino4p","CHO2"
"3097","Ino4p","RTS3"
"3098","Ino4p","RAD2"
"3099","Ino4p","PXR1"
"3100","Ino4p","MRP4"
"3101","Ino4p","OPI1"
"3102","Ino4p","GUT1"
"3103","Ino4p","ARG4"
"3104","Ino4p","HTD2"
"3105","Ino4p","EPT1"
"3106","Ino4p","IMD2"
"3107","Ino4p","PDR11"
"3108","Ino4p","SYG1"
"3109","Ino4p","YIL055C"
"3110","Ino4p","RSM25"
"3111","Ino4p","SGA1"
"3112","Ino4p","RPI1"
"3113","Ino4p","UBX6"
"3114","Ino4p","TDH1"
"3115","Ino4p","NCA3"
"3116","Ino4p","RPB4"
"3117","Ino4p","ERG20"
"3118","Ino4p","MHO1"
"3119","Ino4p","OPI3"
"3120","Ino4p","MOG1"
"3121","Ino4p","ADO1"
"3122","Ino4p","FAS1"
"3123","Ino4p","CKI1"
"3124","Ino4p","SLS1"
"3125","Ino4p","UPS2"
"3126","Ino4p","THI7"
"3127","Ino4p","SEC61"
"3128","Ino4p","TRM12"
"3129","Ino4p","PHO84"
"3130","Ino4p","FAR8"
"3131","Ino4p","RSF1"
"3132","Ino4p","MSN2"
"3133","Ino4p","MOT3"
"3134","Ino4p","YMR084W"
"3135","Ino4p","HSC82"
"3136","Ino4p","YMR194C-A"
"3137","Ino4p","NCE103"
"3138","Ino4p","YIP3"
"3139","Ino4p","AQR1"
"3140","Ino4p","NRK1"
"3141","Ino4p","CPT1"
"3142","Ino4p","PSD1"
"3143","Ino4p","MRPS18"
"3144","Ino4p","YRF1-6"
"3145","Ino4p","ACC1"
"3146","Ino4p","PSH1"
"3147","Ino4p","GPD2"
"3148","Ino4p","INO4"
"3149","Ino4p","AUS1"
"3150","Ino4p","HST3"
"3151","Ino4p","RPL3"
"3152","Ino4p","PDR5"
"3153","Ino4p","HEM15"
"3154","Ino4p","MGM1"
"3155","Ino4p","TPO4"
"3156","Ino4p","MPD1"
"3157","Ino4p","FAA1"
"3158","Ino4p","TYE7"
"3159","Ino4p","MSC6"
"3160","Ino4p","SWI1"
"3161","Ino4p","SKS1"
"3162","Ino4p","MOT1"
"3163","Ino4p","MF(ALPHA)1"
"3164","Ino4p","FAS2"
"3165","Ino4p","SAM3"
"3166","Ino4p","YPR195C"
"3167","Ino4p","OLE1"
"3168","Ino4p","ATG12"
"3169","Ino4p","SNT1"
"3170","Ino4p","ARF2"
"3171","Ino4p","AAD4"
"3172","Ino4p","MTH1"
"3173","Ino4p","DPP1"
"3174","Ino4p","ZIP1"
"3175","Ino4p","CTS2"
"3176","Ino4p","BCS1"
"3177","Ino4p","ARH1"
"3178","Ino4p","SHE9"
"3179","Ino4p","IZH1"
"3180","Ino4p","FPR2"
"3181","Ino4p","YEL073C"
"3182","Ino4p","MOT2"
"3183","Ino4p","MDJ1"
"3184","Ino4p","ZRT1"
"3185","Ino4p","ESP1"
"3186","Ino4p","CYS4"
"3187","Ino4p","CRH1"
"3188","Ino4p","SPO13"
"3189","Ino4p","COX23"
"3190","Ino4p","SPL2"
"3191","Ino4p","RTT107"
"3192","Ino4p","LAM1"
"3193","Ino4p","REC104"
"3194","Ino4p","NOT3"
"3195","Ino4p","HXT12"
"3196","Ino4p","YIR042C"
"3197","Ino4p","SFH5"
"3198","Ino4p","RPA34"
"3199","Ino4p","SNA3"
"3200","Ino4p","URA8"
"3201","Ino4p","YMR1"
"3202","Ino4p","TCD2"
"3203","Ino4p","NFU1"
"3204","Ino4p","DHR2"
"3205","Ino4p","COY1"
"3206","Ino4p","FRE2"
"3207","Ino4p","FLO10"
"3208","Ino4p","ACE2"
"3209","Ino4p","NNT1"
"3210","Ino4p","RNT1"
"3211","Ino4p","RIT1"
"3212","Ino4p","IDP3"
"3213","Ino4p","AAH1"
"3214","Ino4p","FOL1"
"3215","Ino4p","RFA2"
"3216","Ino4p","HOL1"
"3217","Ino4p","IFM1"
"3218","Ino4p","YOL024W"
"3219","Ino4p","YOL107W"
"3220","Ino4p","RRI2"
"3221","Ino4p","HXT11"
"3222","Ino4p","CMR2"
"3223","Ino4p","IAH1"
"3224","Ino4p","NOC2"
"3225","Ino4p","HNT3"
"3226","Ino4p","MUM3"
"3227","Ino4p","SPS4"
"3228","Ino4p","YTH1"
"3229","Ino4p","PIS1"
"3230","Ino4p","YPR196W"
"3231","Ino4p","MLH2"
"3232","Kar4p","FIG1"
"3233","Kar4p","AGA1"
"3234","Kar4p","KAR3"
"3235","Leu3p","LEU2"
"3236","Leu3p","BAT1"
"3237","Leu3p","BAT2"
"3238","Leu3p","BAP2"
"3239","Leu3p","ALD5"
"3240","Leu3p","LEU1"
"3241","Leu3p","SET5"
"3242","Leu3p","ILV3"
"3243","Leu3p","OAC1"
"3244","Leu3p","ILV5"
"3245","Leu3p","ILV2"
"3246","Leu3p","POL1"
"3247","Leu3p","MET4"
"3248","Leu3p","LEU4"
"3249","Leu3p","ISU2"
"3250","Leu3p","FSF1"
"3251","Leu3p","GDH1"
"3252","Mac1p","HNM1"
"3253","Mac1p","CTR2"
"3254","Mac1p","FRE1"
"3255","Mac1p","CTR1"
"3256","Mac1p","CTR3"
"3257","Mac1p","YAR009C"
"3258","Mac1p","PHO89"
"3259","Mac1p","YIL102C"
"3260","Mac1p","REE1"
"3261","Mac1p","YLR035C-A"
"3262","Mac1p","FRE7"
"3263","Mac1p","KRE6"
"3264","Mbp1p","CLN3"
"3265","Mbp1p","CDC45"
"3266","Mbp1p","RNR1"
"3267","Mbp1p","CDC21"
"3268","Mbp1p","SVS1"
"3269","Mbp1p","CLB5"
"3270","Mbp1p","EFB1"
"3271","Mbp1p","RFA1"
"3272","Mbp1p","HTB2"
"3273","Mbp1p","HTA2"
"3274","Mbp1p","ALG14"
"3275","Mbp1p","YBR071W"
"3276","Mbp1p","KAR4"
"3277","Mbp1p","HCM1"
"3278","Mbp1p","MCD1"
"3279","Mbp1p","ATP16"
"3280","Mbp1p","PSA1"
"3281","Mbp1p","DUN1"
"3282","Mbp1p","HO"
"3283","Mbp1p","ENA1"
"3284","Mbp1p","DIN7"
"3285","Mbp1p","GIC2"
"3286","Mbp1p","APT2"
"3287","Mbp1p","YHP1"
"3288","Mbp1p","PLM2"
"3289","Mbp1p","YER079W"
"3290","Mbp1p","PUP3"
"3291","Mbp1p","RAD51"
"3292","Mbp1p","SWI4"
"3293","Mbp1p","DSE1"
"3294","Mbp1p","RSP5"
"3295","Mbp1p","IGD1"
"3296","Mbp1p","QCR6"
"3297","Mbp1p","BUD9"
"3298","Mbp1p","CLB6"
"3299","Mbp1p","CLD1"
"3300","Mbp1p","RNR4"
"3301","Mbp1p","TOS2"
"3302","Mbp1p","YRF1-3"
"3303","Mbp1p","CHS7"
"3304","Mbp1p","SKG6"
"3305","Mbp1p","YHR219W"
"3306","Mbp1p","YJL045W"
"3307","Mbp1p","NCA3"
"3308","Mbp1p","ATG36"
"3309","Mbp1p","CDC6"
"3310","Mbp1p","ELO1"
"3311","Mbp1p","YJR011C"
"3312","Mbp1p","CAP1"
"3313","Mbp1p","CWP2"
"3314","Mbp1p","APE1"
