"","TF","TG"
"3315","Mbp1p","RAD27"
"3316","Mbp1p","ASH1"
"3317","Mbp1p","MLO50"
"3318","Mbp1p","LCL2"
"3319","Mbp1p","YLR297W"
"3320","Mbp1p","EXG1"
"3321","Mbp1p","FKS1"
"3322","Mbp1p","TAL1"
"3323","Mbp1p","DIF1"
"3324","Mbp1p","VPS71"
"3325","Mbp1p","CUE4"
"3326","Mbp1p","PLB2"
"3327","Mbp1p","SPT21"
"3328","Mbp1p","CLN1"
"3329","Mbp1p","SCJ1"
"3330","Mbp1p","HHT2"
"3331","Mbp1p","APJ1"
"3332","Mbp1p","NIS1"
"3333","Mbp1p","POL1"
"3334","Mbp1p","MGS1"
"3335","Mbp1p","WSC2"
"3336","Mbp1p","PCL1"
"3337","Mbp1p","RFA2"
"3338","Mbp1p","COS1"
"3339","Mbp1p","YRF1-6"
"3340","Mbp1p","NRM1"
"3341","Mbp1p","RCL1"
"3342","Mbp1p","ESC8"
"3343","Mbp1p","UFE1"
"3344","Mbp1p","ENV9"
"3345","Mbp1p","SRL1"
"3346","Mbp1p","YOR248W"
"3347","Mbp1p","CIP1"
"3348","Mbp1p","HST2"
"3349","Mbp1p","LCL1"
"3350","Mbp1p","MOT1"
"3351","Mbp1p","RRD2"
"3352","Mbp1p","CIN2"
"3353","Mbp1p","ACM1"
"3354","Mbp1p","PLC1"
"3355","Mbp1p","YRF1-7"
"3356","Mbp1p","YPR174C"
"3357","Mbp1p","DPB2"
"3358","Met28p","MET16"
"3359","Met28p","CYS3"
"3360","Met28p","IPP1"
"3361","Met28p","SRB8"
"3362","Met28p","USO1"
"3363","Met28p","RAD59"
"3364","Met28p","NUR1"
"3365","Met28p","RAM1"
"3366","Met28p","ATG9"
"3367","Met28p","MKC7"
"3368","Met28p","TAF12"
"3369","Met28p","YER091C-A"
"3370","Met28p","IES5"
"3371","Met28p","MET10"
"3372","Met28p","YFR035C"
"3373","Met28p","MUP1"
"3374","Met28p","ERG25"
"3375","Met28p","ADE3"
"3376","Met28p","MET28"
"3377","Met28p","YAP5"
"3378","Met28p","PRY3"
"3379","Met28p","LSB6"
"3380","Met28p","GSH1"
"3381","Met28p","PEX2"
"3382","Met28p","OPT1"
"3383","Met28p","MET14"
"3384","Met28p","IZH3"
"3385","Met28p","PET309"
"3386","Met28p","FYV7"
"3387","Met28p","SUL2"
"3388","Met28p","YLR179C"
"3389","Met28p","SAM1"
"3390","Met28p","PUB1"
"3391","Met28p","YNL017C"
"3392","Met28p","HHF2"
"3393","Met28p","HHT2"
"3394","Met28p","PMS1"
"3395","Met28p","GSH2"
"3396","Met28p","YOL050C"
"3397","Met28p","MET30"
"3398","Met31p","MET17"
"3399","Met31p","CYS3"
"3400","Met31p","HTB2"
"3401","Met31p","YBL029W"
"3402","Met31p","GAL1"
"3403","Met31p","CDC50"
"3404","Met31p","RAD59"
"3405","Met31p","YDL109C"
"3406","Met31p","RPL35A"
"3407","Met31p","VMS1"
"3408","Met31p","AIM7"
"3409","Met31p","SIR4"
"3410","Met31p","RSM28"
"3411","Met31p","RPL37B"
"3412","Met31p","PLM2"
"3413","Met31p","SPS2"
"3414","Met31p","RMD6"
"3415","Met31p","YEL073C"
"3416","Met31p","TMA20"
"3417","Met31p","MET6"
"3418","Met31p","YER091C-A"
"3419","Met31p","IES5"
"3420","Met31p","SCC4"
"3421","Met31p","PTR3"
"3422","Met31p","ERG4"
"3423","Met31p","RPL1B"
"3424","Met31p","STR3"
"3425","Met31p","FZF1"
"3426","Met31p","ZRT1"
"3427","Met31p","YCH1"
"3428","Met31p","ADE3"
"3429","Met31p","RPL14B"
"3430","Met31p","RPS20"
"3431","Met31p","MUP3"
"3432","Met31p","LAM1"
"3433","Met31p","EGD2"
"3434","Met31p","MDM31"
"3435","Met31p","BNA3"
"3436","Met31p","NUP82"
"3437","Met31p","RPS14B"
"3438","Met31p","PEX2"
"3439","Met31p","OPT1"
"3440","Met31p","AIM25"
"3441","Met31p","MET5"
"3442","Met31p","MRT4"
"3443","Met31p","HOT13"
"3444","Met31p","APE2"
"3445","Met31p","TFA2"
"3446","Met31p","ORC3"
"3447","Met31p","SPO75"
"3448","Met31p","IRC19"
"3449","Met31p","RIX7"
"3450","Met31p","AAT2"
"3451","Met31p","YLR035C-A"
"3452","Met31p","SEN2"
"3453","Met31p","ZRT2"
"3454","Met31p","YLR179C"
"3455","Met31p","SAM1"
"3456","Met31p","MRPL4"
"3457","Met31p","MRPL24"
"3458","Met31p","RPL36A"
"3459","Met31p","SSN8"
"3460","Met31p","CHS1"
"3461","Met31p","MET2"
"3462","Met31p","CAF120"
"3463","Met31p","LYS9"
"3464","Met31p","RPS19A"
"3465","Met31p","MET16"
"3466","Met31p","PDC6"
"3467","Met31p","MET28"
"3468","Met32p","MUP1"
"3469","Met32p","GSH1"
"3470","Met32p","MET14"
"3471","Met32p","MET17"
"3472","Met32p","MET16"
"3473","Met32p","MMP1"
"3474","Met32p","SAM2"
"3475","Met32p","PDC6"
"3476","Met32p","MET2"
"3477","Met32p","CYS3"
"3478","Met32p","GAL10"
"3479","Met32p","GAL1"
"3480","Met32p","MET8"
"3481","Met32p","VBA2"
"3482","Met32p","PHO89"
"3483","Met32p","USO1"
"3484","Met32p","RAD59"
"3485","Met32p","SED1"
"3486","Met32p","CRF1"
"3487","Met32p","MET32"
"3488","Met32p","RMD6"
"3489","Met32p","MET6"
"3490","Met32p","AGP3"
"3491","Met32p","MET10"
"3492","Met32p","STR3"
"3493","Met32p","ADE3"
"3494","Met32p","SPL2"
"3495","Met32p","SOA1"
"3496","Met32p","MET28"
"3497","Met32p","BNA3"
"3498","Met32p","MET3"
"3499","Met32p","MET5"
"3500","Met32p","IML1"
"3501","Met32p","YCT1"
"3502","Met32p","JLP1"
"3503","Met32p","SUL2"
"3504","Met32p","YLR179C"
"3505","Met32p","SAM1"
"3506","Met32p","HRI1"
"3507","Met32p","MET22"
"3508","Met32p","YOL162W"
"3509","Met32p","YOL163W"
"3510","Met32p","BDS1"
"3511","Met32p","SWI1"
"3512","Met32p","SAM3"
"3513","Met32p","URN1"
"3514","Met32p","NUT2"
"3515","Met32p","HOM6"
"3516","Met32p","SEO1"
"3517","Met32p","PTR2"
"3518","Met32p","FMO1"
"3519","Met32p","GND1"
"3520","Met32p","YLL058W"
"3521","Met32p","ATG41"
"3522","Met32p","YIL165C"
"3523","Met32p","SUL1"
"3524","Met32p","NIT1"
"3525","Met32p","OPT1"
"3526","Met32p","PEX2"
"3527","Met32p","RPL39"
"3528","Met32p","RPS22A"
"3529","Met32p","CIS3"
"3530","Met32p","LSB6"
"3531","Met32p","TDH1"
"3532","Met32p","MHP1"
"3533","Met32p","SFC1"
"3534","Met32p","RSM7"
"3535","Met32p","YJR115W"
"3536","Met32p","JHD2"
"3537","Met32p","YJR120W"
"3538","Met32p","RSF2"
"3539","Met32p","RPS4A"
"3540","Met32p","YJR146W"
"3541","Met32p","FAS1"
"3542","Met32p","GPM1"
"3543","Met32p","MYO3"
"3544","Met32p","RRN3"
"3545","Met32p","HAP4"
"3546","Met32p","CWP1"
"3547","Met32p","YJU3"
"3548","Met32p","MSN4"
"3549","Met32p","MMO1"
"3550","Met32p","CAP1"
"3551","Met32p","LAC1"
"3552","Met32p","UTH1"
"3553","Met32p","YKR040C"
"3554","Met32p","MHT1"
"3555","Met32p","YLL059C"
"3556","Met32p","TPO1"
"3557","Met32p","YEH1"
"3558","Met32p","PSR1"
"3559","Met32p","SMF3"
"3560","Met32p","GAL2"
"3561","Met32p","YLR112W"
"3562","Met32p","TIS11"
"3563","Met32p","RPL37A"
"3564","Met32p","THI7"
"3565","Met32p","YLR236C"
"3566","Met32p","CSC1"
"3567","Met32p","BOP2"
"3568","Met32p","EXG1"
"3569","Met32p","FKS1"
"3570","Met32p","CAR2"
"3571","Met32p","DIF1"
"3572","Met32p","CUE4"
"3573","Met32p","TSL1"
"3574","Met32p","RPM2"
"3575","Met32p","UFO1"
"3576","Met32p","RPS18B"
"3577","Met32p","YAP1"
"3578","Met32p","PLB1"
"3579","Met32p","ADI1"
"3580","Met32p","HXT2"
"3581","Met32p","ERG5"
"3582","Met32p","SOK2"
"3583","Met32p","MSN2"
"3584","Met32p","MOT3"
"3585","Met32p","YMR122C"
"3586","Met32p","GID8"
"3587","Met32p","GAT2"
"3588","Met32p","RPL13B"
"3589","Met32p","NDE1"
"3590","Met32p","ICY1"
"3591","Met32p","YMR194C-A"
"3592","Met32p","HOR7"
"3593","Met32p","GFD1"
"3594","Met32p","YMR254C"
"3595","Met32p","BUL1"
"3596","Met32p","DSK2"
"3597","Met32p","CAF120"
"3598","Met32p","FOL1"
"3599","Met32p","SIP3"
"3600","Met32p","MPA43"
"3601","Met32p","ZWF1"
"3602","Met32p","ADE12"
"3603","Met32p","POP1"
"3604","Met32p","YNL208W"
"3605","Met32p","DUG3"
"3606","Met32p","YGP1"
"3607","Met32p","YNL144C"
"3608","Met32p","MEP2"
"3609","Met32p","YNL143C"
"3610","Met32p","NCE103"
"3611","Met32p","IDH1"
"3612","Met32p","PBI2"
"3613","Met32p","HEF3"
"3614","Met32p","SOL1"
"3615","Met32p","SHR5"
"3616","Met32p","MDY2"
"3617","Met32p","DDR2"
"3618","Met32p","PLB3"
"3619","Met32p","CRS5"
"3620","Met32p","HMS1"
"3621","Met32p","VHS3"
"3622","Met32p","OST3"
"3623","Met32p","RKI1"
"3624","Met32p","RPS7A"
"3625","Met32p","ORT1"
"3626","Met32p","PDR5"
"3627","Met32p","YRR1"
"3628","Met32p","WTM1"
"3629","Met32p","RPL33B"
"3630","Met32p","IRC13"
"3631","Met32p","YOR302W"
"3632","Met32p","MCH5"
"3633","Met32p","COT1"
"3634","Met32p","MYO2"
"3635","Met32p","FRT1"
"3636","Met32p","TYE7"
"3637","Met32p","CIN1"
"3638","Met32p","PUT4"
"3639","Met32p","AMF1"
"3640","Met32p","GRE1"
"3641","Met32p","FMP40"
"3642","Met32p","CUP9"
"3643","Met32p","ISU1"
"3644","Met32p","GIP3"
"3645","Met32p","YPL068C"
"3646","Met32p","YPL062W"
"3647","Met32p","LEE1"
"3648","Met32p","LGE1"
"3649","Met32p","KTR6"
"3650","Met32p","OAZ1"
"3651","Met32p","VTC3"
"3652","Met32p","IRC15"
"3653","Met32p","TIP41"
"3654","Met32p","YPR038W"
"3655","Met32p","YPR039W"
"3656","Met32p","ROX1"
"3657","Met32p","RGC1"
"3658","Met32p","NCE102"
"3659","Met32p","YPR150W"
"3660","Met32p","MAY24"
"3661","Met32p","CUR1"
"3662","Met32p","OPT2"
"3663","Met32p","MOH1"
"3664","Met32p","RRT1"
"3665","Met32p","HSP26"
"3666","Met32p","TBS1"
"3667","Met32p","PCS60"
"3668","Met32p","YBR224W"
"3669","Met32p","YBR225W"
"3670","Met32p","AGP1"
"3671","Met32p","KCC4"
"3672","Met32p","CIT2"
"3673","Met32p","PGK1"
"3674","Met32p","ARE1"
"3675","Met32p","BUD23"
"3676","Met32p","GIT1"
"3677","Met32p","GGC1"
"3678","Met32p","YDL180W"
"3679","Met32p","HNT1"
"3680","Met32p","YDL124W"
"3681","Met32p","MRK1"
"3682","Met32p","PSA1"
"3683","Met32p","KNH1"
"3684","Met32p","STP4"
"3685","Met32p","SNQ2"
"3686","Met32p","YDR010C"
"3687","Met32p","ENA1"
"3688","Met32p","RSM10"
"3689","Met32p","BAP3"
"3690","Met32p","HEM12"
"3691","Met32p","CDC34"
"3692","Met32p","PST1"
"3693","Met32p","IPT1"
"3694","Met32p","SNF11"
"3695","Met32p","GIS1"
"3696","Met32p","YDR095C"
"3697","Met32p","ALT2"
"3698","Met32p","STB3"
"3699","Met32p","COX20"
"3700","Met32p","HEM1"
"3701","Met32p","VHS1"
"3702","Met32p","CHL4"
"3703","Met32p","YAP6"
"3704","Met32p","THI74"
"3705","Met32p","RPL27B"
"3706","Met32p","UGO1"
"3707","Met32p","GNP1"
"3708","Met32p","SMT3"
"3709","Met32p","SNA2"
"3710","Met32p","DLD3"
"3711","Met32p","PRB1"
"3712","Met32p","GLY1"
"3713","Met32p","IES6"
"3714","Met32p","YEL045C"
"3715","Met32p","GTT3"
"3716","Met32p","PMP2"
"3717","Met32p","SBH2"
"3718","Met32p","SPO73"
"3719","Met32p","HOM3"
"3720","Met32p","DOT6"
"3721","Met32p","PET122"
"3722","Met32p","YER152C"
"3723","Met32p","FRS2"
"3724","Met32p","GAT1"
"3725","Met32p","ADE5,7"
"3726","Met32p","ATG1"
"3727","Met32p","MET13"
"3728","Met32p","PYC1"
"3729","Met32p","RIM8"
"3730","Met32p","GSC2"
"3731","Met32p","YGR050C"
"3732","Met32p","ERG25"
"3733","Met32p","DAM1"
"3734","Met32p","ECL1"
"3735","Met32p","CYS4"
"3736","Met32p","GTO1"
"3737","Met32p","CHO2"
"3738","Met32p","RTS3"
"3739","Met32p","RNR4"
"3740","Met32p","RPS0A"
"3741","Met32p","RTA1"
"3742","Met32p","YOR1"
"3743","Met32p","MUP3"
"3744","Met32p","YHL037C"
"3745","Met32p","ERG11"
"3746","Met32p","TDA3"
"3747","Met32p","ECM12"
"3748","Met32p","RPS27B"
"3749","Met32p","YHR033W"
"3750","Met32p","PCL5"
"3751","Met32p","KSP1"
"3752","Met32p","PAL2"
"3753","Met32p","KIC1"
"3754","Met32p","BIG1"
"3755","Met32p","APE4"
"3756","Met32p","ARO9"
"3757","Met32p","RPL42B"
"3758","Met32p","RHO3"
"3759","Met32p","SER33"
"3760","Met32p","VHR1"
"3761","Met32p","YIL054W"
"3762","Met32p","YIL055C"
"3763","Met32p","MET30"
"3764","Met32p","SYG1"
"3765","Met32p","YAP5"
"3766","Met32p","YIR042C"
"3767","Met32p","VMA2"
"3768","Met32p","SDS24"
"3769","Met32p","SRB8"
"3770","Met32p","CSM1"
"3771","Met32p","YCR087W"
"3772","Met32p","MSS4"
"3773","Met32p","CTA1"
"3774","Met32p","YDR544C"
"3775","Met32p","YRF1-1"
"3776","Met32p","TMA20"
"3777","Met32p","FAA2"
"3778","Met32p","TPA1"
"3779","Met32p","YER134C"
"3780","Met32p","YRF1-2"
"3781","Met32p","MRF1"
"3782","Met32p","MCM6"
"3783","Met32p","YGL235W"
"3784","Met32p","FZF1"
"3785","Met32p","ZRT1"
"3786","Met32p","BUB1"
"3787","Met32p","MVB12"
"3788","Met32p","TOM71"
"3789","Met32p","RPA34"
"3790","Met32p","MMM1"
"3791","Met32p","LMO1"
"3792","Met32p","ALT1"
"3793","Met32p","XDJ1"
"3794","Met32p","IDP2"
"3795","Met32p","VID22"
"3796","Met32p","STP3"
"3797","Met32p","YLR428C"
"3798","Met32p","SEN1"
"3799","Met32p","TCB3"
"3800","Met32p","FDO1"
"3801","Met32p","ATG34"
"3802","Met32p","YPR158W-A"
"3803","Met32p","YPR158W-B"
"3804","Met4p","MET17"
"3805","Met4p","PGK1"
"3806","Met4p","MET14"
"3807","Met4p","MET2"
"3808","Met4p","MET16"
"3809","Met4p","PDC6"
"3810","Met4p","CYS3"
"3811","Met4p","RAD59"
"3812","Met4p","MET32"
"3813","Met4p","MET6"
"3814","Met4p","MET10"
"3815","Met4p","STR3"
"3816","Met4p","MUP1"
"3817","Met4p","ADE3"
"3818","Met4p","GND2"
"3819","Met4p","SPL2"
"3820","Met4p","ARO9"
"3821","Met4p","MET28"
"3822","Met4p","GSH1"
"3823","Met4p","OPT1"
"3824","Met4p","SUL2"
"3825","Met4p","SAM1"
"3826","Met4p","HHF2"
"3827","Met4p","MET30"
"3828","Mga1p","HTB2"
"3829","Mga1p","YBR056W"
"3830","Mga1p","YBR184W"
"3831","Mga1p","BSC1"
"3832","Mga1p","KNH1"
"3833","Mga1p","YDL241W"
"3834","Mga1p","SOR2"
"3835","Mga1p","ENA2"
"3836","Mga1p","ENA1"
"3837","Mga1p","RSM10"
"3838","Mga1p","SIP1"
"3839","Mga1p","API2"
"3840","Mga1p","ACA1"
"3841","Mga1p","LYS5"
"3842","Mga1p","HOS2"
"3843","Mga1p","SWC4"
"3844","Mga1p","THG1"
"3845","Mga1p","PRP38"
"3846","Mga1p","TOS2"
"3847","Mga1p","SOL4"
"3848","Mga1p","MGA1"
"3849","Mga1p","NOP19"
"3850","Mga1p","WSC4"
"3851","Mga1p","ERG11"
"3852","Mga1p","TIR3"
"3853","Mga1p","PDR11"
"3854","Mga1p","RGI2"
"3855","Mga1p","YIL102C"
"3856","Mga1p","DCG1"
"3857","Mga1p","HXT9"
"3858","Mga1p","MLO50"
"3859","Mga1p","MAS1"
"3860","Mga1p","CIS1"
"3861","Mga1p","COG5"
"3862","Mga1p","RHO5"
"3863","Mga1p","PDR17"
"3864","Mga1p","EGT2"
"3865","Mga1p","ZEO1"
"3866","Mga1p","RGS2"
"3867","Mga1p","HNT3"
"3868","Mga1p","TPO4"
"3869","Mga1p","SPS4"
"3870","Mga1p","SFG1"
"3871","Mga1p","HSP33"
"3872","Mig1p","GAL1"
"3873","Mig1p","TPK1"
"3874","Mig1p","SUC2"
"3875","Mig1p","SOR2"
"3876","Mig1p","APT2"
"3877","Mig1p","PCM1"
"3878","Mig1p","HXT13"
"3879","Mig1p","YIL171W"
"3880","Mig1p","IMA3"
"3881","Mig1p","MRPL20"
"3882","Mig1p","IMA2"
"3883","Mig1p","THI6"
"3884","Mig1p","MAL62"
"3885","Mig1p","FBP1"
"3886","Mig1p","GAL4"
"3887","Mig1p","MAL61"
"3888","Mig1p","MAL63"
"3889","Mig1p","MEL1"
"3890","Mig1p","MIG1"
"3891","Mig1p","HXK2"
"3892","Mig1p","FPS1"
"3893","Mig1p","HXT2"
"3894","Mig2p","GAL1"
"3895","Mig2p","SUC2"
"3896","Mig3p","SOR2"
"3897","Mig3p","YER189W"
"3898","Mig3p","IGD1"
"3899","Mig3p","HXT16"
"3900","Mot3p","ERG2"
"3901","Mot3p","ERG6"
"3902","Mot3p","YBR012C"
"3903","Mot3p","HXT15"
"3904","Mot3p","SED1"
"3905","Mot3p","ZRT1"
"3906","Mot3p","SGA1"
"3907","Mot3p","RPI1"
"3908","Mot3p","FLO11"
"3909","Mot3p","HXT16"
"3910","Mot3p","SOR1"
"3911","Mot3p","NCE103"
"3912","Mot3p","IDH1"
"3913","Mot3p","PHM7"
"3914","Mot3p","SFG1"
"3915","Mot3p","GIP3"
"3916","Mot3p","HEM13"
"3917","Mot3p","ANB1"
"3918","Mot3p","ARO9"
"3919","Msn2p","SSA1"
"3920","Msn2p","TIP1"
"3921","Msn2p","ECM33"
"3922","Msn2p","TEC1"
"3923","Msn2p","AGP1"
"3924","Msn2p","ENA1"
"3925","Msn2p","YAP6"
"3926","Msn2p","GIC2"
"3927","Msn2p","ARO10"
"3928","Msn2p","SNA2"
"3929","Msn2p","GTT3"
"3930","Msn2p","PHM8"
"3931","Msn2p","PNC1"
"3932","Msn2p","RIM8"
"3933","Msn2p","MPT5"
"3934","Msn2p","CTT1"
"3935","Msn2p","BTN2"
"3936","Msn2p","ECL1"
"3937","Msn2p","PCL5"
"3938","Msn2p","RGI2"
"3939","Msn2p","TES1"
"3940","Msn2p","MSN4"
"3941","Msn2p","CWP2"
"3942","Msn2p","KNS1"
"3943","Msn2p","ERG3"
"3944","Msn2p","AHP1"
"3945","Msn2p","CCW12"
"3946","Msn2p","MOT3"
"3947","Msn2p","NCW1"
"3948","Msn2p","HHT2"
"3949","Msn2p","NCE103"
"3950","Msn2p","APJ1"
"3951","Msn2p","RPS3"
"3952","Msn2p","ACC1"
"3953","Msn2p","RGS2"
"3954","Msn2p","MBF1"
"3955","Msn2p","YOR302W"
"3956","Msn2p","CPA1"
"3957","Msn2p","YOR342C"
"3958","Msn2p","CIP1"
"3959","Msn2p","CAR1"
"3960","Msn2p","ISU1"
"3961","Msn2p","CUP9"
"3962","Msn2p","HSP82"
"3963","Msn2p","DIP5"
"3964","Msn2p","ROX1"
"3965","Msn2p","PIN3"
"3966","Msn2p","HSP12"
"3967","Msn2p","EFB1"
"3968","Msn2p","ERP2"
"3969","Msn2p","CDC19"
"3970","Msn2p","CYC3"
"3971","Msn2p","BDH1"
"3972","Msn2p","BDH2"
"3973","Msn2p","YAR028W"
"3974","Msn2p","YAT1"
"3975","Msn2p","HTB2"
"3976","Msn2p","HTA2"
"3977","Msn2p","UTP20"
"3978","Msn2p","SLA1"
"3979","Msn2p","ACH1"
"3980","Msn2p","YBL028C"
"3981","Msn2p","YBL029C-A"
"3982","Msn2p","FUI1"
"3983","Msn2p","COR1"
"3984","Msn2p","FLR1"
"3985","Msn2p","HHT1"
"3986","Msn2p","GAL10"
"3987","Msn2p","GAL1"
"3988","Msn2p","OLA1"
"3989","Msn2p","TCM62"
"3990","Msn2p","YRO2"
"3991","Msn2p","YBR056W"
"3992","Msn2p","NRG2"
"3993","Msn2p","BAP2"
"3994","Msn2p","YBR085C-A"
"3995","Msn2p","AAC3"
"3996","Msn2p","FES1"
"3997","Msn2p","SND3"
"3998","Msn2p","RAD16"
"3999","Msn2p","TKL2"
"4000","Msn2p","TPS1"
"4001","Msn2p","CKS1"
"4002","Msn2p","ARA1"
"4003","Msn2p","ICS2"
"4004","Msn2p","TOS1"
"4005","Msn2p","YSY6"
"4006","Msn2p","TYR1"
"4007","Msn2p","SSE2"
"4008","Msn2p","YPC1"
"4009","Msn2p","MCM7"
"4010","Msn2p","DUR1,2"
"4011","Msn2p","OM14"
"4012","Msn2p","GPX2"
"4013","Msn2p","STP22"
"4014","Msn2p","KCC4"
"4015","Msn2p","HIS4"
"4016","Msn2p","CIT2"
"4017","Msn2p","PGK1"
"4018","Msn2p","HSP30"
"4019","Msn2p","PMP1"
"4020","Msn2p","YCR061W"
"4021","Msn2p","CPR4"
"4022","Msn2p","CSM1"
"4023","Msn2p","GIT1"
"4024","Msn2p","YCR102C"
"4025","Msn2p","GRX6"
"4026","Msn2p","RPN4"
"4027","Msn2p","GPD1"
"4028","Msn2p","DIA3"
"4029","Msn2p","RTK1"
"4030","Msn2p","STP4"
"4031","Msn2p","KNH1"
"4032","Msn2p","PSA1"
"4033","Msn2p","YDL124W"
"4034","Msn2p","HNT1"
"4035","Msn2p","CDC48"
"4036","Msn2p","CDC53"
"4037","Msn2p","NOP14"
"4038","Msn2p","UGX2"
"4039","Msn2p","GLT1"
"4040","Msn2p","PAR32"
"4041","Msn2p","DLD1"
"4042","Msn2p","LYS20"
"4043","Msn2p","SEC31"
"4044","Msn2p","PRR2"
"4045","Msn2p","GDH2"
"4046","Msn2p","MRH1"
"4047","Msn2p","YDR034W-B"
"4048","Msn2p","KRS1"
"4049","Msn2p","BAP3"
"4050","Msn2p","HEM12"
"4051","Msn2p","CDC34"
"4052","Msn2p","PST1"
"4053","Msn2p","TGL2"
"4054","Msn2p","DOA4"
"4055","Msn2p","SED1"
"4056","Msn2p","VTC5"
"4057","Msn2p","GIS1"
"4058","Msn2p","ALT2"
"4059","Msn2p","ARO1"
"4060","Msn2p","YDR132C"
"4061","Msn2p","CPR1"
"4062","Msn2p","RPA14"
"4063","Msn2p","HSP42"
"4064","Msn2p","UME6"
"4065","Msn2p","AHA1"
"4066","Msn2p","ADR1"
"4067","Msn2p","YDR222W"
"4068","Msn2p","HTB1"
"4069","Msn2p","HTA1"
"4070","Msn2p","COX20"
"4071","Msn2p","HEM1"
"4072","Msn2p","VHS1"
"4073","Msn2p","PAM1"
"4074","Msn2p","CTA1"
"4075","Msn2p","HSP78"
"4076","Msn2p","PMP3"
"4077","Msn2p","SSD1"
"4078","Msn2p","FCF1"
"4079","Msn2p","HXT6"
"4080","Msn2p","TRP4"
"4081","Msn2p","SEM1"
"4082","Msn2p","ESF1"
"4083","Msn2p","SDH6"
"4084","Msn2p","ATO3"
"4085","Msn2p","PDR15"
"4086","Msn2p","HKR1"
"4087","Msn2p","CYM1"
"4088","Msn2p","APT2"
"4089","Msn2p","TSA2"
"4090","Msn2p","TOM1"
"4091","Msn2p","PHO8"
"4092","Msn2p","IZH1"
"4093","Msn2p","GMC1"
"4094","Msn2p","GNP1"
"4095","Msn2p","EMI1"
"4096","Msn2p","GRX2"
"4097","Msn2p","EMI2"
"4098","Msn2p","HSP31"
"4099","Msn2p","STL1"
"4100","Msn2p","MIT1"
"4101","Msn2p","GLC3"
"4102","Msn2p","UBC8"
"4103","Msn2p","PMP2"
"4104","Msn2p","GLY1"
"4105","Msn2p","PRB1"
"4106","Msn2p","CAN1"
"4107","Msn2p","DLD3"
"4108","Msn2p","MNN1"
"4109","Msn2p","PMI40"
"4110","Msn2p","FMP52"
"4111","Msn2p","PRP22"
"4112","Msn2p","ERG28"
"4113","Msn2p","ACA1"
"4114","Msn2p","PIC2"
"4115","Msn2p","YER053C-A"
"4116","Msn2p","HIS1"
"4117","Msn2p","FCY2"
"4118","Msn2p","GPP2"
"4119","Msn2p","VHR2"
"4120","Msn2p","RGI1"
"4121","Msn2p","ALD5"
"4122","Msn2p","YER079W"
"4123","Msn2p","DOT6"
"4124","Msn2p","MET6"
"4125","Msn2p","AIM11"
"4126","Msn2p","UBP9"
"4127","Msn2p","SSA4"
"4128","Msn2p","COM2"
"4129","Msn2p","RPS26B"
"4130","Msn2p","GDI1"
"4131","Msn2p","FTR1"
"4132","Msn2p","SPI1"
"4133","Msn2p","PET122"
"4134","Msn2p","BUR6"
"4135","Msn2p","GCG1"
"4136","Msn2p","VTC2"
"4137","Msn2p","YFL012W"
"4138","Msn2p","MDJ1"
"4139","Msn2p","GAT1"
"4140","Msn2p","FRS2"
"4141","Msn2p","EPL1"
"4142","Msn2p","AGX1"
"4143","Msn2p","HAC1"
"4144","Msn2p","AAD16"
"4145","Msn2p","LOC1"
"4146","Msn2p","GSY1"
"4147","Msn2p","IGD1"
"4148","Msn2p","PHO4"
"4149","Msn2p","YFR035C"
"4150","Msn2p","OSW7"
"4151","Msn2p","IRC7"
"4152","Msn2p","ERG26"
"4153","Msn2p","RPN14"
"4154","Msn2p","LEU1"
"4155","Msn2p","MPO1"
"4156","Msn2p","ERG4"
"4157","Msn2p","SCW11"
"4158","Msn2p","AGA2"
"4159","Msn2p","YGL039W"
"4160","Msn2p","ERV14"
"4161","Msn2p","OLE1"
"4162","Msn2p","SDS23"
"4163","Msn2p","PYC1"
"4164","Msn2p","YGL114W"
"4165","Msn2p","MET13"
"4166","Msn2p","ARO2"
"4167","Msn2p","CUP2"
"4168","Msn2p","PMR1"
"4169","Msn2p","ATG1"
"4170","Msn2p","MDS3"
"4171","Msn2p","POX1"
"4172","Msn2p","CHC1"
"4173","Msn2p","MIG2"
"4174","Msn2p","MDM34"
"4175","Msn2p","SAP4"
"4176","Msn2p","ZRT1"
"4177","Msn2p","MSB2"
"4178","Msn2p","MSP1"
"4179","Msn2p","GSC2"
"4180","Msn2p","YGR035C"
"4181","Msn2p","ACB1"
"4182","Msn2p","NQM1"
"4183","Msn2p","FMP48"
"4184","Msn2p","MUP1"
"4185","Msn2p","ERG25"
"4186","Msn2p","YGR067C"
"4187","Msn2p","PIL1"
"4188","Msn2p","UTP22"
"4189","Msn2p","CLB1"
"4190","Msn2p","MEP1"
"4191","Msn2p","YGR122W"
"4192","Msn2p","TPO2"
"4193","Msn2p","THI4"
"4194","Msn2p","GPC1"
"4195","Msn2p","GTO1"
"4196","Msn2p","CYS4"
"4197","Msn2p","CHO2"
"4198","Msn2p","RTS3"
"4199","Msn2p","MRPS35"
"4200","Msn2p","RNR4"
"4201","Msn2p","CRH1"
"4202","Msn2p","SNG1"
"4203","Msn2p","YCH1"
"4204","Msn2p","ADE3"
"4205","Msn2p","TRX2"
"4206","Msn2p","ZPR1"
"4207","Msn2p","TOS2"
"4208","Msn2p","YHB1"
"4209","Msn2p","PFK1"
"4210","Msn2p","MPC3"
"4211","Msn2p","SOL4"
